Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2021-01-09,Sevilla,3 - 2,R. Sociedad,Ganó,3,2,1
2021-01-02,Real Betis,1 - 1,Sevilla,Empató,1,1,0
2020-12-29,Sevilla,2 - 0,Villarreal,Ganó,2,0,2
2020-12-22,Valencia,0 - 1,Sevilla,Ganó,0,1,1
2020-12-19,Sevilla,1 - 1,Real Valladolid,Empató,1,1,0
2020-12-12,Getafe,0 - 1,Sevilla,Ganó,0,1,1
2020-12-05,Sevilla,0 - 1,Real Madrid,Perdió,0,1,1
2020-11-28,Huesca,0 - 1,Sevilla,Ganó,0,1,1
2020-11-21,Sevilla,4 - 2,Celta,Ganó,4,2,2
2020-11-07,Sevilla,1 - 0,Osasuna,Ganó,1,0,1
2020-10-31,Athletic,2 - 1,Sevilla,Perdió,2,1,1
2020-10-24,Sevilla,0 - 1,Eibar,Perdió,0,1,1
2020-10-17,Granada,1 - 0,Sevilla,Perdió,1,0,1
2020-10-04,Barcelona,1 - 1,Sevilla,Empató,1,1,0
2020-10-01,Sevilla,1 - 0,Levante,Ganó,1,0,1
2020-09-27,Cádiz,1 - 3,Sevilla,Ganó,1,3,2
2020-07-19,Sevilla,1 - 0,Valencia,Ganó,1,0,1
2020-07-16,R. Sociedad,0 - 0,Sevilla,Empató,0,0,0
2020-07-12,Sevilla,2 - 0,Mallorca,Ganó,2,0,2
2020-07-09,Athletic,1 - 2,Sevilla,Ganó,1,2,1
2020-07-06,Sevilla,1 - 0,Eibar,Ganó,1,0,1
2020-06-30,Leganés,0 - 3,Sevilla,Ganó,0,3,3
2020-06-26,Sevilla,1 - 1,Real Valladolid,Empató,1,1,0
2020-06-22,Villarreal,2 - 2,Sevilla,Empató,2,2,0
2020-06-19,Sevilla,0 - 0,Barcelona,Empató,0,0,0
2020-06-15,Levante,1 - 1,Sevilla,Empató,1,1,0
2020-06-11,Sevilla,2 - 0,Real Betis,Ganó,2,0,2
2020-03-07,Atlético,2 - 2,Sevilla,Empató,2,2,0
2020-03-01,Sevilla,3 - 2,Osasuna,Ganó,3,2,1
2020-02-23,Getafe,0 - 3,Sevilla,Ganó,0,3,3
2020-02-16,Sevilla,2 - 2,Espanyol,Empató,2,2,0
2020-02-09,Celta,2 - 1,Sevilla,Perdió,2,1,1
2020-02-02,Sevilla,1 - 1,Deportivo Alavés,Empató,1,1,0
2020-01-25,Sevilla,2 - 0,Granada,Ganó,2,0,2
2020-01-18,Real Madrid,2 - 1,Sevilla,Perdió,2,1,1
2020-01-03,Sevilla,1 - 1,Athletic,Empató,1,1,0
2019-12-21,Mallorca,0 - 2,Sevilla,Ganó,0,2,2
2019-12-15,Sevilla,1 - 2,Villarreal,Perdió,1,2,1
2019-12-08,Osasuna,1 - 1,Sevilla,Empató,1,1,0
2019-12-01,Sevilla,1 - 0,Leganés,Ganó,1,0,1
2019-11-24,Real Valladolid,0 - 1,Sevilla,Ganó,0,1,1
2019-11-10,Real Betis,1 - 2,Sevilla,Ganó,1,2,1
2019-11-02,Sevilla,1 - 1,Atlético,Empató,1,1,0
2019-10-30,Valencia,1 - 1,Sevilla,Empató,1,1,0
2019-10-27,Sevilla,2 - 0,Getafe,Ganó,2,0,2
2019-10-20,Sevilla,1 - 0,Levante,Ganó,1,0,1
2019-10-06,Barcelona,4 - 0,Sevilla,Perdió,4,0,4
2019-09-29,Sevilla,3 - 2,R. Sociedad,Ganó,3,2,1
2019-09-26,Eibar,3 - 2,Sevilla,Perdió,3,2,1
2019-09-22,Sevilla,0 - 1,Real Madrid,Perdió,0,1,1
2019-09-15,Deportivo Alavés,0 - 1,Sevilla,Ganó,0,1,1
2019-08-30,Sevilla,1 - 1,Celta,Empató,1,1,0
2019-08-23,Granada,0 - 1,Sevilla,Ganó,0,1,1
2019-08-18,Espanyol,0 - 2,Sevilla,Ganó,0,2,2
2019-05-18,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2019-05-12,Atlético,1 - 1,Sevilla,Empató,1,1,0
2019-05-03,Sevilla,0 - 3,Leganés,Perdió,0,3,3
2019-04-28,Girona,1 - 0,Sevilla,Perdió,1,0,1
2019-04-25,Sevilla,5 - 0,Rayo Vallecano,Ganó,5,0,5
2019-04-21,Getafe,3 - 0,Sevilla,Perdió,3,0,3
2019-04-13,Sevilla,3 - 2,Real Betis,Ganó,3,2,1
2019-04-07,Real Valladolid,0 - 2,Sevilla,Ganó,0,2,2
2019-04-04,Sevilla,2 - 0,Deportivo Alavés,Ganó,2,0,2
2019-03-31,Sevilla,0 - 1,Valencia,Perdió,0,1,1
2019-03-17,Espanyol,0 - 1,Sevilla,Ganó,0,1,1
2019-03-10,Sevilla,5 - 2,R. Sociedad,Ganó,5,2,3
2019-03-02,Huesca,2 - 1,Sevilla,Perdió,2,1,1
2019-02-23,Sevilla,2 - 4,Barcelona,Perdió,2,4,2
2019-02-17,Villarreal,3 - 0,Sevilla,Perdió,3,0,3
2019-02-10,Sevilla,2 - 2,Eibar,Empató,2,2,0
2019-02-02,Celta,1 - 0,Sevilla,Perdió,1,0,1
2019-01-26,Sevilla,5 - 0,Levante,Ganó,5,0,5
2019-01-19,Real Madrid,2 - 0,Sevilla,Perdió,2,0,2
2019-01-13,Athletic,2 - 0,Sevilla,Perdió,2,0,2
2019-01-06,Sevilla,1 - 1,Atlético,Empató,1,1,0
2018-12-23,Leganés,1 - 1,Sevilla,Empató,1,1,0
2018-12-16,Sevilla,2 - 0,Girona,Ganó,2,0,2
2018-12-08,Valencia,1 - 1,Sevilla,Empató,1,1,0
2018-12-02,Deportivo Alavés,1 - 1,Sevilla,Empató,1,1,0
2018-11-25,Sevilla,1 - 0,Real Valladolid,Ganó,1,0,1
2018-11-11,Sevilla,2 - 1,Espanyol,Ganó,2,1,1
2018-11-04,R. Sociedad,0 - 0,Sevilla,Empató,0,0,0
2018-10-28,Sevilla,2 - 1,Huesca,Ganó,2,1,1
2018-10-20,Barcelona,4 - 2,Sevilla,Perdió,4,2,2
2018-10-07,Sevilla,2 - 1,Celta,Ganó,2,1,1
2018-09-29,Eibar,1 - 3,Sevilla,Ganó,1,3,2
2018-09-26,Sevilla,3 - 0,Real Madrid,Ganó,3,0,3
2018-09-23,Levante,2 - 6,Sevilla,Ganó,2,6,4
2018-09-16,Sevilla,0 - 2,Getafe,Perdió,0,2,2
2018-09-02,Real Betis,1 - 0,Sevilla,Perdió,1,0,1
2018-08-26,Sevilla,0 - 0,Villarreal,Empató,0,0,0
2018-08-19,Rayo Vallecano,1 - 4,Sevilla,Ganó,1,4,3
2018-05-19,Sevilla,1 - 0,Deportivo Alavés,Ganó,1,0,1
2018-05-12,Real Betis,2 - 2,Sevilla,Empató,2,2,0
2018-05-09,Sevilla,3 - 2,Real Madrid,Ganó,3,2,1
2018-05-04,Sevilla,1 - 0,R. Sociedad,Ganó,1,0,1
2018-04-27,Levante,2 - 1,Sevilla,Perdió,2,1,1
2018-04-17,RC Deportivo,0 - 0,Sevilla,Empató,0,0,0
2018-04-14,Sevilla,2 - 2,Villarreal,Empató,2,2,0
2018-04-07,Celta,4 - 0,Sevilla,Perdió,4,0,4
2018-03-31,Sevilla,2 - 2,Barcelona,Empató,2,2,0
2018-03-18,Leganés,2 - 1,Sevilla,Perdió,2,1,1
2018-03-10,Sevilla,0 - 2,Valencia,Perdió,0,2,2
2018-03-03,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2018-02-28,Málaga,0 - 1,Sevilla,Ganó,0,1,1
2018-02-25,Sevilla,2 - 5,Atlético,Perdió,2,5,3
2018-02-17,Las Palmas,1 - 2,Sevilla,Ganó,1,2,1
2018-02-11,Sevilla,1 - 0,Girona,Ganó,1,0,1
2018-02-03,Eibar,5 - 1,Sevilla,Perdió,5,1,4
2018-01-28,Sevilla,1 - 1,Getafe,Empató,1,1,0
2018-01-20,Espanyol,0 - 3,Sevilla,Ganó,0,3,3
2018-01-14,Deportivo Alavés,1 - 0,Sevilla,Perdió,1,0,1
2018-01-06,Sevilla,3 - 5,Real Betis,Perdió,3,5,2
2017-12-20,R. Sociedad,3 - 1,Sevilla,Perdió,3,1,2
2017-12-15,Sevilla,0 - 0,Levante,Empató,0,0,0
2017-12-09,Real Madrid,5 - 0,Sevilla,Perdió,5,0,5
2017-12-02,Sevilla,2 - 0,RC Deportivo,Ganó,2,0,2
2017-11-26,Villarreal,2 - 3,Sevilla,Ganó,2,3,1
2017-11-18,Sevilla,2 - 1,Celta,Ganó,2,1,1
2017-11-04,Barcelona,2 - 1,Sevilla,Perdió,2,1,1
2017-10-28,Sevilla,2 - 1,Leganés,Ganó,2,1,1
2017-10-21,Valencia,4 - 0,Sevilla,Perdió,4,0,4
2017-10-14,Athletic,1 - 0,Sevilla,Perdió,1,0,1
2017-09-30,Sevilla,2 - 0,Málaga,Ganó,2,0,2
2017-09-23,Atlético,2 - 0,Sevilla,Perdió,2,0,2
2017-09-20,Sevilla,1 - 0,Las Palmas,Ganó,1,0,1
2017-09-17,Girona,0 - 1,Sevilla,Ganó,0,1,1
2017-09-09,Sevilla,3 - 0,Eibar,Ganó,3,0,3
2017-08-27,Getafe,0 - 1,Sevilla,Ganó,0,1,1
2017-08-19,Sevilla,1 - 1,Espanyol,Empató,1,1,0
2017-05-20,Sevilla,5 - 0,Osasuna,Ganó,5,0,5
2017-05-14,Real Madrid,4 - 1,Sevilla,Perdió,4,1,3
2017-05-05,Sevilla,1 - 1,R. Sociedad,Empató,1,1,0
2017-05-01,Málaga,4 - 2,Sevilla,Perdió,4,2,2
2017-04-27,Sevilla,2 - 1,Celta,Ganó,2,1,1
2017-04-21,Sevilla,2 - 0,Granada,Ganó,2,0,2
2017-04-16,Valencia,0 - 0,Sevilla,Empató,0,0,0
2017-04-08,Sevilla,4 - 2,RC Deportivo,Ganó,4,2,2
2017-04-05,Barcelona,3 - 0,Sevilla,Perdió,3,0,3
2017-04-02,Sevilla,0 - 0,Real Sporting,Empató,0,0,0
2017-03-19,Atlético,3 - 1,Sevilla,Perdió,3,1,2
2017-03-11,Sevilla,1 - 1,Leganés,Empató,1,1,0
2017-03-06,Deportivo Alavés,1 - 1,Sevilla,Empató,1,1,0
2017-03-02,Sevilla,1 - 0,Athletic,Ganó,1,0,1
2017-02-25,Real Betis,1 - 2,Sevilla,Ganó,1,2,1
2017-02-18,Sevilla,2 - 0,Eibar,Ganó,2,0,2
2017-02-12,Las Palmas,0 - 1,Sevilla,Ganó,0,1,1
2017-02-05,Sevilla,0 - 0,Villarreal,Empató,0,0,0
2017-01-29,Espanyol,3 - 1,Sevilla,Perdió,3,1,2
2017-01-22,Osasuna,3 - 4,Sevilla,Ganó,3,4,1
2017-01-15,Sevilla,2 - 1,Real Madrid,Ganó,2,1,1
2017-01-07,R. Sociedad,0 - 4,Sevilla,Ganó,0,4,4
2016-12-17,Sevilla,4 - 1,Málaga,Ganó,4,1,3
2016-12-11,Celta,0 - 3,Sevilla,Ganó,0,3,3
2016-12-03,Granada,2 - 1,Sevilla,Perdió,2,1,1
2016-11-26,Sevilla,2 - 1,Valencia,Ganó,2,1,1
2016-11-19,RC Deportivo,2 - 3,Sevilla,Ganó,2,3,1
2016-11-06,Sevilla,1 - 2,Barcelona,Perdió,1,2,1
2016-10-29,Real Sporting,1 - 1,Sevilla,Empató,1,1,0
2016-10-23,Sevilla,1 - 0,Atlético,Ganó,1,0,1
2016-10-15,Leganés,2 - 3,Sevilla,Ganó,2,3,1
2016-10-01,Sevilla,2 - 1,Deportivo Alavés,Ganó,2,1,1
2016-09-24,Athletic,3 - 1,Sevilla,Perdió,3,1,2
2016-09-20,Sevilla,1 - 0,Real Betis,Ganó,1,0,1
2016-09-17,Eibar,1 - 1,Sevilla,Empató,1,1,0
2016-09-10,Sevilla,2 - 1,Las Palmas,Ganó,2,1,1
2016-08-28,Villarreal,0 - 0,Sevilla,Empató,0,0,0
2016-08-20,Sevilla,6 - 4,Espanyol,Ganó,6,4,2
2016-05-14,Athletic,3 - 1,Sevilla,Perdió,3,1,2
2016-05-08,Sevilla,1 - 4,Granada,Perdió,1,4,3
2016-05-01,Espanyol,1 - 0,Sevilla,Perdió,1,0,1
2016-04-24,Sevilla,2 - 0,Real Betis,Ganó,2,0,2
2016-04-20,Real Sporting,2 - 1,Sevilla,Perdió,2,1,1
2016-04-17,Sevilla,1 - 1,RC Deportivo,Empató,1,1,0
2016-04-10,Valencia,2 - 1,Sevilla,Perdió,2,1,1
2016-04-03,Sevilla,1 - 2,R. Sociedad,Perdió,1,2,1
2016-03-20,Real Madrid,4 - 0,Sevilla,Perdió,4,0,4
2016-03-13,Sevilla,4 - 2,Villarreal,Ganó,4,2,2
2016-03-05,Getafe,1 - 1,Sevilla,Empató,1,1,0
2016-03-02,Sevilla,1 - 0,Eibar,Ganó,1,0,1
2016-02-28,Barcelona,2 - 1,Sevilla,Perdió,2,1,1
2016-02-21,Rayo Vallecano,2 - 2,Sevilla,Empató,2,2,0
2016-02-14,Sevilla,2 - 0,Las Palmas,Ganó,2,0,2
2016-02-07,Celta,1 - 1,Sevilla,Empató,1,1,0
2016-01-31,Sevilla,3 - 1,Levante,Ganó,3,1,2
2016-01-24,Atlético,0 - 0,Sevilla,Empató,0,0,0
2016-01-16,Sevilla,2 - 1,Málaga,Ganó,2,1,1
2016-01-09,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2016-01-03,Granada,2 - 1,Sevilla,Perdió,2,1,1
2015-12-30,Sevilla,2 - 0,Espanyol,Ganó,2,0,2
2015-12-19,Real Betis,0 - 0,Sevilla,Empató,0,0,0
2015-12-12,Sevilla,2 - 0,Real Sporting,Ganó,2,0,2
2015-12-05,RC Deportivo,1 - 1,Sevilla,Empató,1,1,0
2015-11-29,Sevilla,1 - 0,Valencia,Ganó,1,0,1
2015-11-21,R. Sociedad,2 - 0,Sevilla,Perdió,2,0,2
2015-11-08,Sevilla,3 - 2,Real Madrid,Ganó,3,2,1
2015-10-31,Villarreal,2 - 1,Sevilla,Perdió,2,1,1
2015-10-24,Sevilla,5 - 0,Getafe,Ganó,5,0,5
2015-10-17,Eibar,1 - 1,Sevilla,Empató,1,1,0
2015-10-03,Sevilla,2 - 1,Barcelona,Ganó,2,1,1
2015-09-26,Sevilla,3 - 2,Rayo Vallecano,Ganó,3,2,1
2015-09-23,Las Palmas,2 - 0,Sevilla,Perdió,2,0,2
2015-09-20,Sevilla,1 - 2,Celta,Perdió,1,2,1
2015-09-11,Levante,1 - 1,Sevilla,Empató,1,1,0
2015-08-30,Sevilla,0 - 3,Atlético,Perdió,0,3,3
2015-08-21,Málaga,0 - 0,Sevilla,Empató,0,0,0
2015-05-23,Málaga,2 - 3,Sevilla,Ganó,2,3,1
2015-05-17,Sevilla,2 - 1,Almería,Ganó,2,1,1
2015-05-10,Celta,1 - 1,Sevilla,Empató,1,1,0
2015-05-02,Sevilla,2 - 3,Real Madrid,Perdió,2,3,1
2015-04-29,Eibar,1 - 3,Sevilla,Ganó,1,3,2
2015-04-26,Sevilla,2 - 0,Rayo Vallecano,Ganó,2,0,2
2015-04-19,Granada,1 - 1,Sevilla,Empató,1,1,0
2015-04-11,Sevilla,2 - 2,Barcelona,Empató,2,2,0
2015-04-07,Levante,1 - 2,Sevilla,Ganó,1,2,1
2015-04-04,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2015-03-22,Villarreal,0 - 2,Sevilla,Ganó,0,2,2
2015-03-15,Sevilla,3 - 0,Elche,Ganó,3,0,3
2015-03-07,RC Deportivo,3 - 4,Sevilla,Ganó,3,4,1
2015-03-01,Sevilla,0 - 0,Atlético,Empató,0,0,0
2015-02-22,R. Sociedad,4 - 3,Sevilla,Perdió,4,3,1
2015-02-14,Sevilla,3 - 0,Córdoba,Ganó,3,0,3
2015-02-08,Getafe,2 - 1,Sevilla,Perdió,2,1,1
2015-02-04,Real Madrid,2 - 1,Sevilla,Perdió,2,1,1
2015-02-01,Sevilla,3 - 2,Espanyol,Ganó,3,2,1
2015-01-25,Valencia,3 - 1,Sevilla,Perdió,3,1,2
2015-01-18,Sevilla,2 - 0,Málaga,Ganó,2,0,2
2015-01-11,Almería,0 - 2,Sevilla,Ganó,0,2,2
2015-01-03,Sevilla,1 - 0,Celta,Ganó,1,0,1
2014-12-14,Sevilla,0 - 0,Eibar,Empató,0,0,0
2014-12-07,Rayo Vallecano,0 - 1,Sevilla,Ganó,0,1,1
2014-11-30,Sevilla,5 - 1,Granada,Ganó,5,1,4
2014-11-22,Barcelona,5 - 1,Sevilla,Perdió,5,1,4
2014-11-09,Sevilla,1 - 1,Levante,Empató,1,1,0
2014-11-02,Athletic,1 - 0,Sevilla,Perdió,1,0,1
2014-10-26,Sevilla,2 - 1,Villarreal,Ganó,2,1,1
2014-10-19,Elche,0 - 2,Sevilla,Ganó,0,2,2
2014-10-05,Sevilla,4 - 1,RC Deportivo,Ganó,4,1,3
2014-09-27,Atlético,4 - 0,Sevilla,Perdió,4,0,4
2014-09-24,Sevilla,1 - 0,R. Sociedad,Ganó,1,0,1
2014-09-21,Córdoba,1 - 3,Sevilla,Ganó,1,3,2
2014-09-14,Sevilla,2 - 0,Getafe,Ganó,2,0,2
2014-08-30,Espanyol,1 - 2,Sevilla,Ganó,1,2,1
2014-08-23,Sevilla,1 - 1,Valencia,Empató,1,1,0
2014-05-18,Sevilla,3 - 1,Elche,Ganó,3,1,2
2014-05-11,Getafe,1 - 0,Sevilla,Perdió,1,0,1
2014-05-04,Sevilla,0 - 0,Villarreal,Empató,0,0,0
2014-04-27,Athletic,3 - 1,Sevilla,Perdió,3,1,2
2014-04-20,Sevilla,4 - 0,Granada,Ganó,4,0,4
2014-04-13,Real Betis,0 - 2,Sevilla,Ganó,0,2,2
2014-04-06,Sevilla,4 - 1,Espanyol,Ganó,4,1,3
2014-03-29,Celta,1 - 0,Sevilla,Perdió,1,0,1
2014-03-26,Sevilla,2 - 1,Real Madrid,Ganó,2,1,1
2014-03-23,Osasuna,1 - 2,Sevilla,Ganó,1,2,1
2014-03-16,Sevilla,4 - 1,Real Valladolid,Ganó,4,1,3
2014-03-09,Almería,1 - 3,Sevilla,Ganó,1,3,2
2014-03-02,Sevilla,1 - 0,R. Sociedad,Ganó,1,0,1
2014-02-23,Rayo Vallecano,0 - 1,Sevilla,Ganó,0,1,1
2014-02-16,Sevilla,0 - 0,Valencia,Empató,0,0,0
2014-02-09,Sevilla,1 - 4,Barcelona,Perdió,1,4,3
2014-02-01,Málaga,3 - 2,Sevilla,Perdió,3,2,1
2014-01-25,Sevilla,2 - 3,Levante,Perdió,2,3,1
2014-01-19,Atlético,1 - 1,Sevilla,Empató,1,1,0
2014-01-11,Elche,1 - 1,Sevilla,Empató,1,1,0
2014-01-05,Sevilla,3 - 0,Getafe,Ganó,3,0,3
2013-12-21,Villarreal,1 - 2,Sevilla,Ganó,1,2,1
2013-12-15,Sevilla,1 - 1,Athletic,Empató,1,1,0
2013-12-01,Granada,1 - 2,Sevilla,Ganó,1,2,1
2013-11-24,Sevilla,4 - 0,Real Betis,Ganó,4,0,4
2013-11-10,Espanyol,1 - 3,Sevilla,Ganó,1,3,2
2013-11-02,Sevilla,0 - 1,Celta,Perdió,0,1,1
2013-10-30,Real Madrid,7 - 3,Sevilla,Perdió,7,3,4
2013-10-27,Sevilla,2 - 1,Osasuna,Ganó,2,1,1
2013-10-20,Real Valladolid,2 - 2,Sevilla,Empató,2,2,0
2013-10-06,Sevilla,2 - 1,Almería,Ganó,2,1,1
2013-09-28,R. Sociedad,1 - 1,Sevilla,Empató,1,1,0
2013-09-25,Sevilla,4 - 1,Rayo Vallecano,Ganó,4,1,3
2013-09-22,Valencia,3 - 1,Sevilla,Perdió,3,1,2
2013-09-14,Barcelona,3 - 2,Sevilla,Perdió,3,2,1
2013-09-01,Sevilla,2 - 2,Málaga,Empató,2,2,0
2013-08-25,Levante,0 - 0,Sevilla,Empató,0,0,0
2013-08-18,Sevilla,1 - 3,Atlético,Perdió,1,3,2
2013-06-01,Sevilla,4 - 3,Valencia,Ganó,4,3,1
2013-05-26,Osasuna,2 - 1,Sevilla,Perdió,2,1,1
2013-05-18,Sevilla,1 - 2,R. Sociedad,Perdió,1,2,1
2013-05-12,Málaga,0 - 0,Sevilla,Empató,0,0,0
2013-05-05,Sevilla,3 - 0,Espanyol,Ganó,3,0,3
2013-04-28,Real Valladolid,1 - 1,Sevilla,Empató,1,1,0
2013-04-21,Sevilla,0 - 1,Atlético,Perdió,0,1,1
2013-04-12,Real Betis,3 - 3,Sevilla,Empató,3,3,0
2013-04-08,Sevilla,2 - 1,Athletic,Ganó,2,1,1
2013-03-30,Levante,1 - 0,Sevilla,Perdió,1,0,1
2013-03-17,Sevilla,4 - 0,Real Zaragoza,Ganó,4,0,4
2013-03-09,Mallorca,2 - 1,Sevilla,Perdió,2,1,1
2013-03-04,Sevilla,4 - 1,Celta,Ganó,4,1,3
2013-02-23,Barcelona,2 - 1,Sevilla,Perdió,2,1,1
2013-02-15,Sevilla,3 - 1,RC Deportivo,Ganó,3,1,2
2013-02-09,Real Madrid,4 - 1,Sevilla,Perdió,4,1,3
2013-02-03,Sevilla,2 - 1,Rayo Vallecano,Ganó,2,1,1
2013-01-28,Sevilla,3 - 0,Granada,Ganó,3,0,3
2013-01-19,Getafe,1 - 1,Sevilla,Empató,1,1,0
2013-01-12,Valencia,2 - 0,Sevilla,Perdió,2,0,2
2013-01-05,Sevilla,1 - 0,Osasuna,Ganó,1,0,1
2012-12-20,R. Sociedad,2 - 1,Sevilla,Perdió,2,1,1
2012-12-15,Sevilla,0 - 2,Málaga,Perdió,0,2,2
2012-12-07,Espanyol,2 - 2,Sevilla,Empató,2,2,0
2012-12-03,Sevilla,1 - 2,Real Valladolid,Perdió,1,2,1
2012-11-25,Atlético,4 - 0,Sevilla,Perdió,4,0,4
2012-11-18,Sevilla,5 - 1,Real Betis,Ganó,5,1,4
2012-11-11,Athletic,2 - 1,Sevilla,Perdió,2,1,1
2012-11-04,Sevilla,0 - 0,Levante,Empató,0,0,0
2012-10-28,Real Zaragoza,2 - 1,Sevilla,Perdió,2,1,1
2012-10-22,Sevilla,3 - 2,Mallorca,Ganó,3,2,1
2012-10-05,Celta,2 - 0,Sevilla,Perdió,2,0,2
2012-09-29,Sevilla,2 - 3,Barcelona,Perdió,2,3,1
2012-09-24,RC Deportivo,0 - 2,Sevilla,Ganó,0,2,2
2012-09-15,Sevilla,1 - 0,Real Madrid,Ganó,1,0,1
2012-09-02,Rayo Vallecano,0 - 0,Sevilla,Empató,0,0,0
2012-08-26,Granada,1 - 1,Sevilla,Empató,1,1,0
2012-08-18,Sevilla,2 - 1,Getafe,Ganó,2,1,1
2012-05-13,Espanyol,1 - 1,Sevilla,Empató,1,1,0
2012-05-05,Sevilla,5 - 2,Rayo Vallecano,Ganó,5,2,3
2012-05-02,Sevilla,1 - 2,Real Betis,Perdió,1,2,1
2012-04-29,Real Madrid,3 - 0,Sevilla,Perdió,3,0,3
2012-04-21,Sevilla,1 - 1,Levante,Empató,1,1,0
2012-04-16,Getafe,5 - 1,Sevilla,Perdió,5,1,4
2012-04-12,Sevilla,3 - 0,Real Zaragoza,Ganó,3,0,3
2012-04-08,Athletic,1 - 0,Sevilla,Perdió,1,0,1
2012-04-02,Sevilla,3 - 1,Mallorca,Ganó,3,1,2
2012-03-26,Granada,0 - 3,Sevilla,Ganó,0,3,3
2012-03-22,Racing,0 - 3,Sevilla,Ganó,0,3,3
2012-03-17,Sevilla,0 - 2,Barcelona,Perdió,0,2,2
2012-03-10,Real Sporting,1 - 0,Sevilla,Perdió,1,0,1
2012-03-03,Sevilla,1 - 1,Atlético,Empató,1,1,0
2012-02-26,Valencia,1 - 2,Sevilla,Ganó,1,2,1
2012-02-18,Sevilla,2 - 0,Osasuna,Ganó,2,0,2
2012-02-13,R. Sociedad,2 - 0,Sevilla,Perdió,2,0,2
2012-02-05,Sevilla,1 - 2,Villarreal,Perdió,1,2,1
2012-01-29,Málaga,2 - 1,Sevilla,Perdió,2,1,1
2012-01-21,Real Betis,1 - 1,Sevilla,Empató,1,1,0
2012-01-14,Sevilla,0 - 0,Espanyol,Empató,0,0,0
2012-01-08,Rayo Vallecano,2 - 1,Sevilla,Perdió,2,1,1
2011-12-17,Sevilla,2 - 6,Real Madrid,Perdió,2,6,4
2011-12-10,Levante,1 - 0,Sevilla,Perdió,1,0,1
2011-12-05,Sevilla,3 - 0,Getafe,Ganó,3,0,3
2011-11-27,Real Zaragoza,0 - 1,Sevilla,Ganó,0,1,1
2011-11-20,Sevilla,1 - 2,Athletic,Perdió,1,2,1
2011-11-05,Mallorca,0 - 0,Sevilla,Empató,0,0,0
2011-10-31,Sevilla,1 - 2,Granada,Perdió,1,2,1
2011-10-25,Sevilla,2 - 2,Racing,Empató,2,2,0
2011-10-22,Barcelona,0 - 0,Sevilla,Empató,0,0,0
2011-10-16,Sevilla,2 - 1,Real Sporting,Ganó,2,1,1
2011-10-02,Atlético,0 - 0,Sevilla,Empató,0,0,0
2011-09-24,Sevilla,1 - 0,Valencia,Ganó,1,0,1
2011-09-20,Osasuna,0 - 0,Sevilla,Empató,0,0,0
2011-09-17,Sevilla,1 - 0,R. Sociedad,Ganó,1,0,1
2011-09-10,Villarreal,2 - 2,Sevilla,Empató,2,2,0
2011-08-28,Sevilla,2 - 1,Málaga,Ganó,2,1,1
2011-05-21,Espanyol,2 - 3,Sevilla,Ganó,2,3,1
2011-05-15,Sevilla,3 - 1,R. Sociedad,Ganó,3,1,2
2011-05-11,Osasuna,3 - 2,Sevilla,Perdió,3,2,1
2011-05-07,Sevilla,2 - 6,Real Madrid,Perdió,2,6,4
2011-05-01,Almería,0 - 1,Sevilla,Ganó,0,1,1
2011-04-24,Sevilla,3 - 2,Villarreal,Ganó,3,2,1
2011-04-16,Getafe,1 - 0,Sevilla,Perdió,1,0,1
2011-04-09,Mallorca,2 - 2,Sevilla,Empató,2,2,0
2011-04-03,Sevilla,3 - 1,Real Zaragoza,Ganó,3,1,2
2011-03-20,Valencia,0 - 1,Sevilla,Ganó,0,1,1
2011-03-13,Sevilla,1 - 1,Barcelona,Empató,1,1,0
2011-03-06,Athletic,2 - 0,Sevilla,Perdió,2,0,2
2011-03-01,Sevilla,3 - 0,Real Sporting,Ganó,3,0,3
2011-02-26,Atlético,2 - 2,Sevilla,Empató,2,2,0
2011-02-20,Sevilla,1 - 0,Hércules,Ganó,1,0,1
2011-02-12,Racing,3 - 2,Sevilla,Perdió,3,2,1
2011-02-06,Sevilla,0 - 0,Málaga,Empató,0,0,0
2011-01-29,RC Deportivo,3 - 3,Sevilla,Empató,3,3,0
2011-01-22,Sevilla,4 - 1,Levante,Ganó,4,1,3
2011-01-15,Sevilla,1 - 2,Espanyol,Perdió,1,2,1
2011-01-08,R. Sociedad,2 - 3,Sevilla,Ganó,2,3,1
2011-01-02,Sevilla,1 - 0,Osasuna,Ganó,1,0,1
2010-12-19,Real Madrid,1 - 0,Sevilla,Perdió,1,0,1
2010-12-11,Sevilla,1 - 3,Almería,Perdió,1,3,2
2010-12-05,Villarreal,1 - 0,Sevilla,Perdió,1,0,1
2010-11-27,Sevilla,1 - 3,Getafe,Perdió,1,3,2
2010-11-21,Sevilla,1 - 2,Mallorca,Perdió,1,2,1
2010-11-14,Real Zaragoza,1 - 2,Sevilla,Ganó,1,2,1
2010-11-08,Sevilla,2 - 0,Valencia,Ganó,2,0,2
2010-10-30,Barcelona,5 - 0,Sevilla,Perdió,5,0,5
2010-10-24,Sevilla,4 - 3,Athletic,Ganó,4,3,1
2010-10-17,Real Sporting,2 - 0,Sevilla,Perdió,2,0,2
2010-10-03,Sevilla,3 - 1,Atlético,Ganó,3,1,2
